,ticker,as_of_date,-1m,-2m,-3m,0m,52w_change,PE,current_earning_avg,current_earning_d,current_earning_high,current_earning_low,current_price,current_ratio,current_revenue_avg,current_revenue_high,current_revenue_low,earningQtr_growth,free_cf,fwd_pe,pegRatio,priceToBook,profit_margin,tgt_high_price,tgt_low_price,tgt_median_price,trailingEps,growthPotential
2192,LYB,2020-05-04,0.5652173913043478,0.5454545454545454,0.25,0.2916666666666667,-0.35265815,6.89283449587825,1.2,2020-07-31,1.66,0.57,54.35,1.755,6444790000,8345910000,4642000000,-0.826,1916999936,6.8710494,5.2,2.4763076,0.08124,94.0,50.0,60.0,7.885,0.10395584176632933
2193,MSFT,2020-05-04,0.9411764705882353,0.9411764705882353,0.7142857142857143,0.7941176470588235,0.36223185,29.79673442185938,1.39,2020-07-16,1.51,1.35,178.84,2.904,36509700000,37210000000,36053000000,0.221,36196126720,28.798712,2.02,11.854699,0.33356997,220.0,133.0,200.0,6.002,0.11831804965332138
2194,AMGN,2020-05-04,0.5925925925925926,0.5769230769230769,0.4166666666666667,0.4,0.30452955,18.07797698269788,3.85,2020-07-23,4.37,3.26,230.91,1.591,6174490000,6473000000,5700000000,-0.084,6450999808,13.582941,2.5,14.314673,0.32025,291.0,185.0,253.0,12.773,0.09566497769693827
2195,RL,2020-05-04,0.5263157894736842,0.5263157894736842,0.047619047619047616,0.09523809523809523,-0.42996418,8.47623540511853,0.01,2020-05-27,0.66,-1.05,71.87,1.943,1291220000,1449000000,1087700000,1.784,562337472,12.720353999999999,5.97,1.699617,0.10403,180.0,65.0,84.0,8.479,0.16877695839710571
2196,IQV,2020-05-04,0.9047619047619048,0.9,0.5,0.5294117647058824,-0.016213894,123.33026678932843,1.06,2020-07-22,1.52,0.79,134.06,1.095,2419850000,2800100000,2329000000,0.414,1114625024,18.214674,2.27,4.620209,0.019270001,175.0,138.0,157.0,1.087,0.17111741011487402
2197,SCHW,2020-05-04,0.5294117647058824,0.5294117647058824,0.4117647058823529,0.7368421052631579,-0.21206224,13.91796875,0.51,2020-07-14,0.65,0.42,35.63,0.4320000000000001,2419210000,2699000000,2269000000,-0.175,,19.36413,-19.15,1.7435772,0.33301997,48.0,34.0,38.0,2.56,0.06651698007297213
2198,DXC,2020-05-04,0.5333333333333333,0.4,0.5882352941176471,0.631578947368421,-0.731274,-2.7205641193834045,0.99,2020-05-21,1.21,0.72,16.59,0.932,4885690000,4962000000,4745890000,-0.823,2506125056,3.2213592999999996,-0.59,0.48063275,-0.07983,45.0,15.0,31.0,-6.098,0.8685955394816154
2199,LNT,2020-05-04,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.2857142857142857,0.002546072,20.384120171673818,0.54,2020-05-07,0.55,0.51,47.495,0.426,1019410000,1033000000,1005830000,0.307,-741675008,18.408915,3.55,2.2357953,0.15275,65.0,43.0,56.0,2.33,0.17907148120854832
2200,FBHS,2020-05-04,0.47058823529411764,0.4117647058823529,0.4782608695652174,0.5,-0.06635243,15.818632002476013,0.57,2020-07-30,1.12,-0.26,51.11,1.536,1312700000,1595000000,1082000000,0.288,487024992,14.356742,7.44,2.9913380000000003,0.07814,62.0,45.0,53.5,3.231,0.046761886127959285
2201,ZTS,2020-05-04,0.6111111111111112,0.6470588235294118,0.6875,0.6666666666666666,0.23420107,40.97749196141479,0.86,2020-05-06,0.94,0.73,127.44,2.6289999999999996,1497660000,1535070000,1430070000,0.113,1188249984,29.7757,4.25,22.377523,0.23962,159.0,112.0,137.5,3.11,0.07893910860012565
2202,FE,2020-05-04,0.8,0.625,0.3157894736842105,0.35294117647058826,-0.025298357,33.29830234438156,0.57,2020-07-21,0.61,0.53,41.19,0.542,2580610000,2648000000,2505680000,-0.769,-1189874944,15.7213745,-2.5,3.2747653,0.06242,54.0,39.0,50.0,1.237,0.21388686574411264
2203,VIAC,2020-05-04,0.48148148148148145,0.48148148148148145,0.0,0.0,-0.66854614,,0.94,2019-11-14,1.22,0.8,16.095,1.315,6576520000,6772000000,6319000000,,15557499904,3.4538627,4.14,,0.11894,51.0,10.0,20.0,,0.24262193227710482
2204,TT,2020-05-04,0.5238095238095238,0.5652173913043478,0.0,0.0,-0.2967434,,0.52,2020-05-05,0.6,0.41,85.15,1.2790000000000001,2716250000,2873790000,2509070000,0.166,1411862528,17.592976,4.88,,0.085,150.0,77.0,98.0,,0.15091015854374623
2205,BXP,2020-05-04,0.6818181818181818,0.6363636363636364,0.3181818181818182,0.3181818181818182,-0.30550778,15.265577119509706,0.66,2020-07-28,0.81,0.43,89.67,4.091,734390000,753890000,679000000,3.965,,27.25532,3.76,2.3815467,0.31178,150.0,90.0,116.5,5.874,0.29920820787331315
2206,CB,2020-05-04,0.42857142857142855,0.42857142857142855,0.7894736842105263,0.8421052631578947,-0.29855698,12.381902031658981,1.95,2020-07-28,2.76,0.73,99.34,0.355,7787380000,8192000000,7463000000,-0.758,5081500160,9.047358500000001,26.05,0.8590304,0.107930005,165.0,107.0,132.0,8.023,0.3287698812160258
2207,BSX,2020-05-04,0.9166666666666666,0.9130434782608695,0.875,0.75,-0.03692794,11.793943383805136,-0.02,2020-07-22,0.25,-0.37,35.83,,1723850000,2488000000,1311000000,-0.974,,21.076470999999998,4.75,3.6017292000000003,0.3975,50.0,38.0,43.0,3.038,0.20011163829193412
2208,MRO,2020-05-04,0.4642857142857143,0.5172413793103449,0.4444444444444444,0.4444444444444444,-0.65123653,9.847457627118644,-0.14,2020-05-06,-0.02,-0.21,5.81,1.2229999999999999,1061460000,1259500000,976000000,,161750000,-6.2473116,0.61,0.3806591,0.093660004,25.0,3.0,5.5,0.59,-0.05335628227194489
2209,EVRG,2020-05-04,0.5,0.375,0.0,0.0,-0.030345082,20.297491039426525,0.42,2020-05-06,0.47,0.4,56.63,0.628,1219220000,1223320000,1215120000,2.454,409200000,17.641745,4.68,1.4973163999999999,0.13013,75.0,64.0,69.0,2.79,0.21843545823768307
2210,CPB,2020-05-04,0.11764705882352941,0.125,0.11764705882352941,0.11764705882352941,0.3185979,10.599039866416197,0.71,2020-06-03,0.91,0.55,50.78,0.614,2169320000,2620000000,1900000000,,790000000,18.266188,6.59,6.149188,0.17950001,59.0,41.0,51.0,4.791,0.004332414336352786
2211,F,2020-05-04,0.2777777777777778,0.2631578947368421,0.3888888888888889,0.16666666666666666,-0.5255545,-6.222791293213828,-1.26,2020-07-28,-0.97,-1.54,4.86,1.315,16034800000,34620000000,10736000000,,3739624960,10.125001,0.23,0.6519115,-0.02063,12.0,3.0,5.5,-0.781,0.13168724279835375
2212,SBAC,2020-05-04,0.6428571428571429,0.4,0.6842105263157895,0.7,0.3917687,225.390625,0.4,2020-05-05,0.45,0.29,288.5,0.319,513610000,528110000,504000000,0.178,779087744,101.94346999999999,1.76,,0.07296,365.0,273.0,315.0,1.28,0.09185441941074513
2213,VFC,2020-05-04,0.6521739130434783,0.6521739130434783,0.36363636363636365,0.391304347826087,-0.37282485,17.28287841191067,0.13,2020-05-15,0.23,-0.14,55.72,2.1180000000000003,2307900000,2391000000,2185000000,0.003,1853967872,29.326317,2.74,4.8129916,0.09026,93.0,50.0,65.0,3.224,0.1665470208183777
2214,PRGO,2020-05-04,0.25,0.16666666666666666,0.1875,0.3333333333333333,0.045652986,37.341587764020396,0.86,2020-04-30,1.05,0.67,51.27,1.8630000000000002,1235060000,1297590000,1164100000,0.665,-11425000,12.06353,1.3,1.2076886,0.03769,70.0,53.0,54.0,1.373,0.05324751316559384
2215,VTR,2020-05-04,0.047619047619047616,0.09523809523809523,0.10526315789473684,0.1,-0.51112187,25.735042735042736,0.28,2020-05-08,0.33,0.24,30.11,0.516,967700000,981400000,955600000,-0.816,1055389888,32.72826,-72.22,1.0746280000000001,0.1122,66.0,17.5,31.0,1.17,0.029558286283626778
2216,SIVB,2020-05-04,0.6190476190476191,0.6190476190476191,0.7894736842105263,0.7894736842105263,-0.28254288,9.676820208023774,3.07,2020-01-23,4.27,1.43,182.35,,739840000,791300000,664830000,-0.53,,11.7797165,1.93,1.402509,0.32376,275.0,140.0,200.0,18.844,0.09679188374006031
2217,CARR,2020-05-04,0.0,0.0,0.0,0.0,0.39750004,,0.33,2020-05-08,0.46,0.19,16.4,1.3330000000000002,3811620000,4272500000,3134000000,,1640999936,10.25,,,0.11371,26.0,15.0,17.0,,0.03658536585365857
2218,BRK-B,2020-05-04,0.5,0.5,0.6,0.6666666666666666,-0.1430381,0.003571052065373171,2.51,2020-08-03,2.56,2.47,177.94,3.359,62511300000,62511300000,62511300000,,54037999616,16.03063,0.75,0.0006808691,0.31791002,239.0,221.0,230.0,49828.453,0.29257052939192985
2219,MSI,2020-05-04,0.6923076923076923,0.6923076923076923,0.5294117647058824,0.6666666666666666,-0.024247944,28.517171717171717,1.28,2020-05-07,1.36,1.16,141.16,1.215,1663810000,1695500000,1598000000,-0.424,1269874944,15.049041,1.65,,0.11005,225.0,129.3,173.5,4.95,0.22910172853499589
2220,HRL,2020-05-04,0.09090909090909091,0.08333333333333333,0.4,0.18181818181818182,0.18274105,25.668508287292816,0.42,2020-05-21,0.46,0.38,46.46,2.3409999999999997,2367480000,2482260000,2246300000,0.006,444864128,25.249998,6.73,4.098808999999998,0.10295,47.0,39.0,44.0,1.81,-0.05294877313818336
2221,TPR,2020-05-04,0.2857142857142857,0.32142857142857145,0.7058823529411765,0.6,-0.5190356,-19.7196261682243,-0.59,2020-04-30,-0.11,-1.08,14.77,1.8719999999999999,694060000,1361000000,519280000,,,9.117284,-2.85,1.5972749,-0.03635,48.0,12.0,18.0,-0.749,0.21868652674339883
2222,AIZ,2020-05-04,1.0,1.0,0.2,0.3333333333333333,0.088974,17.123287671232877,2.42,2019-08-05,2.56,2.35,100.0,0.596,2586010000,2627580000,2544450000,4.104,1492162560,9.487666,0.6,1.061008,0.03855,155.0,131.0,148.0,5.84,0.48
2223,LLY,2020-05-04,0.5294117647058824,0.5,0.6363636363636364,0.5909090909090909,0.31701672,25.394300861497683,1.58,2020-07-30,1.72,1.11,153.28,1.11,5853770000,6081000000,5423000000,-0.657,2831924992,19.451777,1.8,45.122166,0.23967,186.0,120.0,156.0,6.036,0.017745302713987554
2224,ABMD,2020-05-04,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.8,-0.31775427,40.85778781038375,0.48,2020-07-30,1.11,0.05,181.0,4.8210000000000015,151110000,192700000,124100000,-0.57,,36.938774,2.04,7.646164,0.24142,230.0,152.0,220.0,4.43,0.2154696132596685
2225,MTB,2020-05-04,0.25,0.25,0.17391304347826086,0.18181818181818182,-0.36859465,8.442503639010189,1.71,2020-07-16,2.72,-0.99,104.4,,1473070000,1515000000,1412000000,-0.443,,9.961833,-0.92,0.9194593000000001,0.30117,159.0,93.1,119.5,12.366,0.1446360153256705
2226,CFG,2020-05-04,0.8,0.8,0.4782608695652174,0.4782608695652174,-0.41459417,7.186440677966101,0.11,2020-07-17,0.72,-1.11,21.2,,1659680000,1740210000,1571000000,-0.923,,7.5177307,3.78,0.44374675,0.24521999,35.0,18.0,27.0,2.95,0.2735849056603774
2227,PNR,2020-05-04,0.3333333333333333,0.3333333333333333,0.17647058823529413,0.23529411764705882,-0.1343863,15.489667565139262,0.51,2020-07-21,0.75,0.36,34.48,1.962,685770000,812200000,619210000,0.417,294862496,14.862069,3.17,3.0192645000000002,0.12662,50.0,28.0,38.0,2.226,0.10208816705336443
2228,LYV,2020-05-04,0.75,0.8125,0.8333333333333334,0.8333333333333334,-0.36348176,-1818.695652173913,-0.73,2020-05-07,-0.39,-1.11,41.83,1.021,1439730000,1634100000,1375000000,,362742368,-380.27274,-0.14,7.759228999999999,0.00605,85.0,32.0,51.5,-0.023,0.23117379870906052
2229,LHX,2020-05-04,0.9444444444444444,0.9473684210526315,0.9375,0.0,0.061400652,25.414229356550127,2.62,2020-05-05,2.79,2.44,186.82,1.574,4586140000,4691000000,4497000000,0.747,,14.239329999999999,1.09,1.8065776999999998,0.08874,290.0,212.0,250.0,7.351,0.3381864896692004
2230,MPC,2020-05-04,0.8823529411764706,0.8823529411764706,0.9473684210526315,0.7368421052631579,-0.50848883,7.942065491183879,-0.31,2020-05-05,-0.11,-0.83,31.53,1.249,23911900000,31592500000,8639000000,-0.534,1330375040,12.511905,-8.13,0.60731554,0.02125,90.0,26.0,41.5,3.97,0.31620678718680617
2231,MKC,2020-05-04,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.21428571428571427,0.008424163,30.215012478402762,1.09,2020-06-25,1.23,0.98,157.39,0.736,1296090000,1379020000,1220000000,-0.022,591712512,28.985267999999998,10.79,5.872542,0.13126999,155.0,109.0,135.5,5.209,-0.13908126310439028
2232,CSCO,2020-05-04,0.5357142857142857,0.5357142857142857,0.6785714285714286,0.7037037037037037,-0.25041223,16.12714508580343,0.71,2020-05-13,0.81,0.49,41.35,1.8130000000000002,11882800000,12649000000,10224000000,0.02,11277249536,13.126984,2.59,4.935544999999999,0.21443,60.0,40.0,46.0,2.564,0.11245465538089472
2233,PFE,2020-05-04,0.4375,0.4666666666666667,0.5,0.5454545454545454,-0.09627855,13.440514469453376,0.68,2020-07-27,0.72,0.55,37.62,,11666700000,12304000000,11027000000,-0.124,,12.214286,,3.297975,0.31169,53.0,36.0,40.5,2.799,0.07655502392344515
2234,CNP,2020-05-04,0.5294117647058824,0.47058823529411764,0.11764705882352941,0.125,-0.46988732,12.300751879699247,0.43,2020-05-07,0.49,0.41,16.36,0.9890000000000001,2966200000,3861860000,2239970000,0.308,-936249984,11.9416065,-1.97,1.2413688999999999,0.0643,30.0,12.0,18.0,1.33,0.10024449877750619
2235,GLW,2020-05-04,0.3333333333333333,0.3076923076923077,0.3333333333333333,0.375,-0.344127,58.76080691642652,0.12,2020-07-28,0.19,0.06,20.39,2.177,2368450000,2473000000,2219810000,,217250000,12.20958,4.25,1.5635303,0.03294,26.0,22.0,23.0,0.347,0.1280039234919077
2236,UNH,2020-05-04,0.8461538461538461,0.8461538461538461,0.9565217391304348,1.0,0.18299377,20.121763470958715,4.73,2020-07-16,6.14,3.52,287.54,0.748,63538800000,64629800000,60839000000,-0.025,10811499520,15.593275,1.41,4.6207495000000005,0.05585,371.0,283.0,327.5,14.29,0.1389719691173401
2237,OXY,2020-05-04,0.16,0.28,0.3333333333333333,0.2916666666666667,-0.74068403,-12.731747333880229,-0.63,2020-05-05,-0.25,-1.08,15.52,1.25,5177750000,5609000000,4609000000,,-1118749952,-6.232932,0.34,0.5670857,-0.03271,56.0,5.0,13.0,-1.219,-0.16237113402061853
2238,JNJ,2020-05-04,0.7368421052631579,0.7222222222222222,0.45454545454545453,0.5217391304347826,0.043634295,23.138264669163547,1.47,2020-07-16,1.62,1.33,148.27,1.3130000000000002,17308400000,17733000000,16759900000,0.546,22625875968,16.365341,4.0,6.367619,0.2075,182.0,133.0,164.0,6.408,0.10609024077696083
2239,AVB,2020-05-04,0.5217391304347826,0.5217391304347826,0.4583333333333333,0.52,-0.21005136,28.082386363636363,1.19,2020-05-06,1.48,1.06,158.16,0.502,597680000,612000000,587020000,-0.565,1071325120,31.505978000000002,13.5,2.0196397,0.33769,245.0,140.0,180.0,5.632,0.13808801213960553
2240,J,2020-05-04,1.0,0.9375,0.0,0.0,0.048954606,,1.3,2020-05-06,1.46,1.21,81.03,1.546,3392780000,3534040000,3332170000,1.068,723534144,13.240196,1.34,,0.07536,116.0,90.0,105.0,,0.2958163643095151
2241,NEE,2020-05-04,0.6666666666666666,0.6875,0.875,0.8666666666666667,0.18936622,31.97915218902015,2.48,2020-07-22,2.71,2.32,230.09,0.7090000000000001,5255000000,5949690000,4775820000,-0.381,-6166125056,23.335701,3.24,3.0936470000000003,0.17778999,280.0,215.0,258.0,7.195,0.12130036072841066
2242,GWW,2020-05-04,0.21052631578947367,0.2,0.09090909090909091,0.08333333333333333,-0.0417099,19.410799629074827,2.92,2020-07-23,3.75,2.14,272.12,3.2760000000000002,2572290000,2671300000,2449100000,-0.316,749000000,16.3632,2.04,8.03852,0.06579,325.0,191.0,298.0,14.019,0.09510510069087164
2243,ADS,2020-05-04,0.4444444444444444,0.4444444444444444,0.4583333333333333,0.5555555555555556,-0.69894844,15.09938090583252,1.65,2020-07-16,4.07,-4.16,46.34,,1147750000,1301000000,847000000,-0.799,,3.4815927,1.16,2.02792,0.02823,85.0,35.0,50.0,3.069,0.07898144151920583
2244,JPM,2020-05-04,0.38461538461538464,0.2962962962962963,0.4827586206896552,0.4642857142857143,-0.1897645,10.355135985614746,0.94,2020-07-14,2.04,-0.17,92.14,,27340100000,29655000000,25985000000,-0.688,,10.542335000000001,3.94,1.2143177,0.29417,144.0,77.0,103.0,8.898,0.11786411981766887
2245,DVA,2020-05-04,0.25,0.25,0.15384615384615385,0.23076923076923078,0.32393146,14.254269449715371,1.47,2020-05-05,1.58,1.38,75.12,1.556,2803700000,2865770000,2569650000,,5199287808,11.43379,0.9,4.4310746,0.07121,105.0,68.0,84.88,5.27,0.12992545260915844
2246,COO,2020-05-04,0.6428571428571429,0.7142857142857143,0.6666666666666666,0.6666666666666666,-0.049022973,31.61087866108786,2.9,2020-05-28,3.23,2.03,287.09,1.0759999999999998,659590000,700300000,534920000,-0.123,312424992,20.46258,2.33,3.7861182999999996,0.16994,388.0,300.0,340.0,9.082,0.18429760702218823
